Customer ID,segment,priority,recommended_action,insight
3288,Loyal Customer,Priority 2,Retention campaigns,"Customer has a score of 3.40, placing them in Priority 2, and is a Loyal Customer with Above Average Score value and High frequency. Recommended action: Retention campaigns."
3289,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,"Customer has a score of 2.80, placing them in Priority 3, and is a Frequent Low Value with Low Score value and High frequency. Recommended action: Encourage bundle purchases or upsell."
3290,Low Engagement,Priority 3,Re-engagement campaigns,"Customer has a score of 2.10, placing them in Priority 3, and is a Low Engagement with Low Score value and Medium frequency. Recommended action: Re-engagement campaigns."
3291,Low Engagement,Priority 3,Re-engagement campaigns,"Customer has a score of 2.50, placing them in Priority 3, and is a Low Engagement with Low Score value and Medium frequency. Recommended action: Re-engagement campaigns."
3292,Low Engagement,Priority 3,Re-engagement campaigns,"Customer has a score of 2.10, placing them in Priority 3, and is a Low Engagement with Low Score value and Medium frequency. Recommended action: Re-engagement campaigns."
3293,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,"Customer has a score of 1.60, placing them in Priority 3, and is a Frequent Low Value with Low Score value and High frequency. Recommended action: Encourage bundle purchases or upsell."
3294,High Value Customer,Priority 1,VIP Treatment,"Customer has a score of 3.70, placing them in Priority 1, and is a High Value Customer with High Score value and High frequency. Recommended action: VIP Treatment."
3295,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,"Customer has a score of 2.80, placing them in Priority 3, and is a Frequent Low Value with Low Score value and High frequency. Recommended action: Encourage bundle purchases or upsell."
3296,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,"Customer has a score of 2.00, placing them in Priority 3, and is a Frequent Low Value with Low Score value and High frequency. Recommended action: Encourage bundle purchases or upsell."
3297,Low Engagement,Priority 3,Re-engagement campaigns,"Customer has a score of 1.00, placing them in Priority 3, and is a Low Engagement with Low Score value and Low frequency. Recommended action: Re-engagement campaigns."
3298,High Value Customer,Priority 1,VIP Treatment,"Customer has a score of 3.40, placing them in Priority 1, and is a High Value Customer with High Score value and Medium frequency. Recommended action: VIP Treatment."
3299,Low Engagement,Priority 3,Re-engagement campaigns,"Customer has a score of 2.50, placing them in Priority 3, and is a Low Engagement with Low Score value and Medium frequency. Recommended action: Re-engagement campaigns."
3300,Low Engagement,Priority 3,Re-engagement campaigns,"Customer has a score of 1.70, placing them in Priority 3, and is a Low Engagement with Low Score value and Medium frequency. Recommended action: Re-engagement campaigns."
3301,High Value Customer,Priority 1,VIP Treatment,"Customer has a score of 3.70, placing them in Priority 1, and is a High Value Customer with High Score value and High frequency. Recommended action: VIP Treatment."
3302,Regular Customer,Priority 3,General Marketing,"Customer has a score of 2.70, placing them in Priority 3, and is a Regular Customer with Average Score value and High frequency. Recommended action: General Marketing."
3303,Loyal Customer,Priority 2,Retention campaigns,"Customer has a score of 3.40, placing them in Priority 2, and is a Loyal Customer with Above Average Score value and High frequency. Recommended action: Retention campaigns."
3304,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,"Customer has a score of 2.80, placing them in Priority 3, and is a Frequent Low Value with Low Score value and High frequency. Recommended action: Encourage bundle purchases or upsell."
3305,Regular Customer,Priority 2,General Marketing,"Customer has a score of 3.10, placing them in Priority 2, and is a Regular Customer with Above Average Score value and Medium frequency. Recommended action: General Marketing."
3306,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,"Customer has a score of 2.00, placing them in Priority 3, and is a Frequent Low Value with Low Score value and High frequency. Recommended action: Encourage bundle purchases or upsell."
3307,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,"Customer has a score of 2.00, placing them in Priority 3, and is a Frequent Low Value with Low Score value and High frequency. Recommended action: Encourage bundle purchases or upsell."
3308,Low Engagement,Priority 3,Re-engagement campaigns,"Customer has a score of 1.70, placing them in Priority 3, and is a Low Engagement with Low Score value and Medium frequency. Recommended action: Re-engagement campaigns."
3309,Regular Customer,Priority 3,General Marketing,"Customer has a score of 2.80, placing them in Priority 3, and is a Regular Customer with Average Score value and Medium frequency. Recommended action: General Marketing."
3310,Low Engagement,Priority 3,Re-engagement campaigns,"Customer has a score of 1.70, placing them in Priority 3, and is a Low Engagement with Low Score value and Medium frequency. Recommended action: Re-engagement campaigns."
3311,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,"Customer has a score of 1.60, placing them in Priority 3, and is a Frequent Low Value with Low Score value and High frequency. Recommended action: Encourage bundle purchases or upsell."
3312,Low Engagement,Priority 3,Re-engagement campaigns,"Customer has a score of 1.80, placing them in Priority 3, and is a Low Engagement with Low Score value and Low frequency. Recommended action: Re-engagement campaigns."
3313,Infrequent Premium,Priority 2,Re-engagement campaigns,"Customer has a score of 3.10, placing them in Priority 2, and is a Infrequent Premium with High Score value and Low frequency. Recommended action: Re-engagement campaigns."
3314,Regular Customer,Priority 3,General Marketing,"Customer has a score of 2.00, placing them in Priority 3, and is a Regular Customer with Average Score value and Medium frequency. Recommended action: General Marketing."
3315,Low Engagement,Priority 3,Re-engagement campaigns,"Customer has a score of 2.60, placing them in Priority 3, and is a Low Engagement with Low Score value and Low frequency. Recommended action: Re-engagement campaigns."
3316,Low Engagement,Priority 3,Re-engagement campaigns,"Customer has a score of 2.50, placing them in Priority 3, and is a Low Engagement with Low Score value and Medium frequency. Recommended action: Re-engagement campaigns."
3317,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,"Customer has a score of 2.00, placing them in Priority 3, and is a Frequent Low Value with Low Score value and High frequency. Recommended action: Encourage bundle purchases or upsell."
3318,Regular Customer,Priority 3,General Marketing,"Customer has a score of 2.50, placing them in Priority 3, and is a Regular Customer with Average Score value and Low frequency. Recommended action: General Marketing."
3319,Low Engagement,Priority 3,Re-engagement campaigns,"Customer has a score of 1.70, placing them in Priority 3, and is a Low Engagement with Low Score value and Medium frequency. Recommended action: Re-engagement campaigns."
3320,Low Engagement,Priority 3,Re-engagement campaigns,"Customer has a score of 1.70, placing them in Priority 3, and is a Low Engagement with Low Score value and Medium frequency. Recommended action: Re-engagement campaigns."
3321,Regular Customer,Priority 3,General Marketing,"Customer has a score of 2.00, placing them in Priority 3, and is a Regular Customer with Average Score value and Medium frequency. Recommended action: General Marketing."
3322,Low Engagement,Priority 3,Re-engagement campaigns,"Customer has a score of 2.60, placing them in Priority 3, and is a Low Engagement with Low Score value and Low frequency. Recommended action: Re-engagement campaigns."
3323,High Value Customer,Priority 1,VIP Treatment,"Customer has a score of 3.70, placing them in Priority 1, and is a High Value Customer with High Score value and High frequency. Recommended action: VIP Treatment."
